numero_questao,enunciado,alternativas,gabarito,nu_param_B,ano,enunciado_limpo,alternativas_limpo
11,"Para que todos os órgãos do corpo humano funcionem em boas condições, é necessário que a temperatura do corpo fique sempre entre 36 ºC e 37 ºC. Para manter-se dentro dessa faixa, em dias de muito calor ou durante intensos exercícios físicos, uma série de mecanismos fisiológicos é acionada. Pode-se citar como o principal responsável pela manutenção da temperatura corporal humana o sistema","A: digestório, pois produz enzimas que atuam na quebra de alimentos calóricos.; B: imunológico, pois suas células agem no sangue, diminuindo a condução do calor.; C: nervoso, pois promove a sudorese, que permite perda de calor por meio da evaporação da água.; D: reprodutor, pois secreta hormônios que alteram a temperatura, principalmente durante a menopausa.; E: endócrino, pois fabrica anticorpos que, por sua vez, atuam na variação do diâmetro dos vasos periféricos.",C,0.32209,2009,acionada boas calor citar condições corpo corporal dentro dessa dias durante exercícios faixa fique fisiológicos funcionem físicos humana humano intensos manter manutenção mecanismos necessário pode principal responsável sempre sistema série temperatura todos órgãos,A: alimentos atuam calóricos digestório enzimas pois produz quebra; B: agem calor condução células diminuindo imunológico pois sangue; C: calor evaporação meio nervoso perda permite pois promove sudorese água; D: alteram durante hormônios menopausa pois principalmente reprodutor secreta temperatura; E: anticorpos atuam diâmetro endócrino fabrica periféricos pois variação vasos vez
12,"Sabões são sais de ácidos carboxílicos de cadeia longa utilizados com a finalidade de facilitar, durante processos de lavagem, a remoção de substâncias de baixa solubilidade em água, por exemplo, óleos e gorduras. A figura a seguir representa a estrutura de uma molécula de sabão. Em solução, os ânions do sabão podem hidrolisar a água e, desse modo, formar o ácido carboxílico correspondente. Por exemplo, para o estearato de sódio, é estabelecido o seguinte equilíbrio: CH3(CH2)16COO–  + H2O CH3(CH2)16COOH + OH–  Uma vez que o ácido carboxílico formado é pouco solúvel em água e menos eficiente na remoção de gorduras, o pH do meio deve ser controlado de maneira a evitar que o equilíbrio acima seja deslocado para a direita. Com base nas informações do texto, é correto concluir que os sabões atuam de maneira",A: mais eficiente em pH básico.; B: mais eficiente em pH ácido.; C: mais eficiente em pH neutro.; D: eficiente em qualquer faixa de pH.; E: mais eficiente em pH ácido ou neutro.,A,2.0854,2009,acima atuam baixa base cadeia carboxílico carboxílicos concluir controlado correspondente correto deslocado desse deve direita durante eficiente equilíbrio estabelecido estearato estrutura evitar exemplo facilitar figura finalidade formado formar gorduras hidrolisar informações lavagem longa maneira meio menos modo molécula oh ph podem pouco processos remoção representa sabão sabões sais seguinte seguir solubilidade solução solúvel substâncias sódio texto utilizados vez ácido ácidos água ânions óleos,A: básico eficiente ph; B: eficiente ph ácido; C: eficiente neutro ph; D: eficiente faixa ph qualquer; E: eficiente neutro ph ácido
13,"A abertura e a pavimentação de rodovias em zonas rurais e regiões afastadas dos centros urbanos, por um lado, possibilita melhor acesso e maior integração entre as comunidades, contribuindo com o desenvolvimento social e urbano de populações isoladas. Por outro lado, a construção de rodovias pode trazer impactos indesejáveis ao meio ambiente, visto que a abertura de estradas pode resultar na fragmentação de habitats, comprometendo o fluxo gênico e as interações entre espécies silvestres, além de prejudicar o fluxo natural de rios e riachos, possibilitar o ingresso de espécies exóticas em ambientes naturais e aumentar a pressão antrópica sobre os ecossistemas nativos. Nesse contexto, para conciliar os interesses aparentemente contraditórios entre o progresso social e urbano e a conservação do meio ambiente, seria razoável","A: impedir a abertura e a pavimentação de rodovias em áreas rurais e em regiões preservadas, pois a qualidade de vida e as tecnologias encontradas nos centros urbanos são prescindíveis às populações rurais.; B: impedir a abertura e a pavimentação de rodovias em áreas rurais e em regiões preservadas, promovendo a migração das populações rurais para os centros urbanos, onde a qualidade de vida é melhor.; C: permitir a abertura e a pavimentação de rodovias apenas em áreas rurais produtivas, haja vista que nas demais áreas o retorno financeiro necessário para produzir uma melhoria na qualidade de vida da região não é garantido.; D: permitir a abertura e a pavimentação de rodovias, desde que comprovada a sua real necessidade e após a realização de estudos que demonstrem ser possível contornar ou compensar seus impactos ambientais.; E: permitir a abertura e a pavimentação de rodovias, haja vista que os impactos ao meio ambiente são temporários e podem ser facilmente revertidos com as tecnologias existentes para recuperação de áreas degradadas.",D,-0.83038,2009,abertura acesso afastadas além ambiente ambientes antrópica aparentemente aumentar centros comprometendo comunidades conciliar conservação construção contexto contraditórios contribuindo desenvolvimento ecossistemas espécies estradas exóticas fluxo fragmentação gênico habitats impactos indesejáveis ingresso integração interações interesses isoladas lado maior meio melhor nativos naturais natural nesse outro pavimentação pode populações possibilita possibilitar prejudicar pressão progresso razoável regiões resultar riachos rios rodovias rurais silvestres sobre social trazer urbano urbanos visto zonas,A: abertura centros encontradas impedir pavimentação pois populações prescindíveis preservadas qualidade regiões rodovias rurais tecnologias urbanos vida áreas; B: abertura centros impedir melhor migração onde pavimentação populações preservadas promovendo qualidade regiões rodovias rurais urbanos vida áreas; C: abertura apenas demais financeiro garantido melhoria necessário pavimentação permitir produtivas produzir qualidade região retorno rodovias rurais vida vista áreas; D: abertura ambientais após compensar comprovada contornar demonstrem desde estudos impactos necessidade pavimentação permitir possível real realização rodovias; E: abertura ambiente degradadas existentes facilmente impactos meio pavimentação permitir podem recuperação revertidos rodovias tecnologias temporários vista áreas
14,"A eficiência de um processo de conversão de energia é definida como a razão entre a produção de energia ou trabalho útil e o total de entrada de energia no processo. A figura mostra um processo com diversas etapas. Nesse caso, a eficiência geral será igual ao produto das eficiências das etapas individuais. A entrada de energia que não se transforma em trabalho útil é perdida sob formas não utilizáveis (como resíduos de calor). Aumentar a eficiência dos processos de conversão de energia implica economizar recursos e combustíveis. Das propostas seguintes, qual resultará em maior aumento da eficiência geral do processo? ","A: Aumentar a quantidade de combustível para queima na usina de força.; B: Utilizar lâmpadas incandescentes, que geram pouco calor e muita luminosidade.; C: Manter o menor número possível de aparelhos elétricos em funcionamento nas moradias.; D: Utilizar cabos com menor diâmetro nas linhas de transmissão a fim de economizar o material condutor.; E: Utilizar materiais com melhores propriedades condutoras nas linhas de transmissão e lâmpadas fluorescentes nas moradias.",E,-0.79595,2009,aumentar aumento calor caso combustíveis conversão definida diversas economizar eficiência eficiências energia entrada etapas figura formas geral igual implica individuais maior mostra nesse perdida processo processos produto produção propostas razão recursos resultará resíduos seguintes sob total trabalho transforma utilizáveis útil,A: aumentar combustível força quantidade queima usina; B: calor geram incandescentes luminosidade lâmpadas muita pouco utilizar; C: aparelhos elétricos funcionamento manter menor moradias número possível; D: cabos condutor diâmetro economizar fim linhas material menor transmissão utilizar; E: condutoras fluorescentes linhas lâmpadas materiais melhores moradias propriedades transmissão utilizar
15,"Para que apresente condutividade elétrica adequada a muitas aplicações, o cobre bruto obtido por métodos térmicos é purificado eletroliticamente. Nesse processo, o cobre bruto impuro constitui o ânodo da célula, que está imerso em uma solução de CuSO4. À medida que o cobre impuro é oxidado no ânodo, íons Cu2+ da solução são depositados na forma pura no cátodo. Quanto às impurezas metálicas, algumas são oxidadas, passando à solução, enquanto outras simplesmente se desprendem do ânodo e se sedimentam abaixo dele. As impurezas sedimentadas são posteriormente processadas, e sua comercialização gera receita que ajuda a cobrir os custos do processo. A série eletroquímica a seguir lista o cobre e alguns metais presentes como impurezas no cobre bruto de acordo com suas forças redutoras relativas. Entre as impurezas metálicas que constam na série apresentada, as que se sedimentam abaixo do ânodo de cobre são","A: Au, Pt, Ag, Zn, Ni e Pb.; B: Au, Pt e Ag.; C: Zn, Ni e Pb.; D: Au e Zn.; E: Ag e Pb.",B,2.32807,2009,abaixo acordo adequada ajuda algumas alguns aplicações apresentada apresente bruto cobre cobrir comercialização condutividade constam constitui custos cátodo célula depositados desprendem eletroliticamente eletroquímica elétrica enquanto forma forças gera imerso impurezas impuro lista medida metais metálicas muitas métodos nesse obtido outras oxidadas oxidado passando posteriormente presentes processadas processo pura purificado quanto receita redutoras relativas sedimentadas sedimentam seguir simplesmente solução série térmicos ânodo íons,A: ag au ni pb pt zn; B: ag au pt; C: ni pb zn; D: au zn; E: ag pb
16,"A figura seguinte representa um modelo de transmissão da informação genética nos sistemas biológicos. No fim do processo, que inclui a replicação, a transcrição e a tradução, há três formas proteicas diferentes denominadas a, b e c. Depreende-se do modelo que ","A: a única molécula que participa da produção de proteínas é o DNA.; B: o fluxo de informação genética, nos sistemas biológicos, é unidirecional.; C: as fontes de informação ativas durante o processo de transcrição são as proteínas.; D: é possível obter diferentes variantes proteicas a partir de um mesmo produto de transcrição.; E: a molécula de DNA possui forma circular e as demais moléculas possuem forma de fita simples linearizadas.",D,0.4491,2009,b biológicos c denominadas depreende diferentes figura fim formas genética inclui informação modelo processo proteicas replicação representa seguinte sistemas tradução transcrição transmissão três,A: dna molécula participa produção proteínas única; B: biológicos fluxo genética informação sistemas unidirecional; C: ativas durante fontes informação processo proteínas transcrição; D: diferentes obter partir possível produto proteicas transcrição variantes; E: circular demais dna fita forma linearizadas molécula moléculas possuem possui simples
17,"O Brasil pode se transformar no primeiro país das Américas a entrar no seleto grupo das nações que dispõem de trens-bala. O Ministério dos Transportes prevê o lançamento do edital de licitação internacional para a construção da ferrovia de alta velocidade Rio-São Paulo. A viagem ligará os 403 quilômetros entre a Central do Brasil, no Rio, e a Estação da Luz, no centro da capital paulista, em uma hora e 25 minutos. Devido à alta velocidade, um dos problemas a ser enfrentado na escolha do trajeto que será percorrido pelo trem é o dimensionamento das curvas. Considerando-se que uma aceleração lateral confortável para os passageiros e segura para o trem seja de 0,1 g, em que g é a aceleração da gravidade (considerada igual a 10 m/s2 ), e que a velocidade do trem se mantenha constante em todo o percurso, seria correto prever que as curvas existentes no trajeto deveriam ter raio de curvatura mínimo de, aproximadamente, ",A: 80 m.; B: 430 m.; C: 800 m.; D: 1.600 m.; E: 6.400 m.,E,2.43214,2009,aceleração alta américas aproximadamente bala brasil capital central centro confortável considerada considerando constante construção correto curvas curvatura deveriam devido dimensionamento dispõem edital enfrentado entrar escolha estação existentes ferrovia g gravidade grupo hora igual internacional lançamento lateral licitação ligará luz m mantenha ministério minutos mínimo nações passageiros paulista paulo país percorrido percurso pode prever prevê primeiro problemas quilômetros raio rio segura seleto ter todo trajeto transformar transportes trem trens velocidade viagem,A: m; B: m; C: m; D: m; E: m
18,"O manual de instruções de um aparelho de arcondicionado apresenta a seguinte tabela, com dados técnicos para diversos modelos: Capacidade de refrigeração kW/(BTU/h) Potência (W) Corrente elétrica - ciclo frio (A) Eficiência energética COP (W/W) Vazão de ar (m3 /h) Frequência (Hz) 3,52/(12.000) 1.193 5,8 2,95 550 60 5,42/(18.000) 1.790 8,7 2,95 800 60 5,42/(18.000) 1.790 8,7 2,95 800 60 6,45/(22.000) 2.188 10,2 2,95 960 60 6,45/(22.000) 2.188 10,2 2,95 960 60 Considere-se que um auditório possua capacidade para 40 pessoas, cada uma produzindo uma quantidade média de calor, e que praticamente todo o calor que flui para fora do auditório o faz por meio dos aparelhos de arcondicionado. Nessa situação, entre as informações listadas, aquelas essenciais para se determinar quantos e/ou quais aparelhos de ar-condicionado são precisos para manter, com lotação máxima, a temperatura interna do auditório agradável e constante, bem como determinar a espessura da fiação do circuito elétrico para a ligação desses aparelhos, são",A: vazão de ar e potência.; B: vazão de ar e corrente elétrica - ciclo frio.; C: eficiência energética e potência.; D: capacidade de refrigeração e frequência.; E: capacidade de refrigeração e corrente elétrica - ciclo frio.,E,2.65902,2009,agradável aparelho aparelhos apresenta ar arcondicionado auditório bem btu cada calor capacidade ciclo circuito condicionado considere constante cop corrente dados desses determinar diversos eficiência elétrica elétrico energética espessura essenciais faz fiação flui frequência frio h hz informações instruções interna kw ligação listadas lotação manter manual meio modelos máxima média nessa pessoas possua potência praticamente precisos produzindo quais quantidade quantos refrigeração seguinte situação tabela temperatura todo técnicos vazão w,A: ar potência vazão; B: ar ciclo corrente elétrica frio vazão; C: eficiência energética potência; D: capacidade frequência refrigeração; E: capacidade ciclo corrente elétrica frio refrigeração
19,"A instalação elétrica de uma casa envolve várias etapas, desde a alocação dos dispositivos, instrumentos e aparelhos elétricos, até a escolha dos materiais que a compõem, passando pelo dimensionamento da potência requerida, da fiação necessária, dos eletrodutos*, entre outras. Para cada aparelho elétrico existe um valor de potência associado. Valores típicos de potências para alguns aparelhos elétricos são apresentados no quadro seguinte: Aparelhos Potência (W) Aparelho de som 120 Chuveiro elétrico 3.000 Ferro elétrico 500 Televisor 200 Geladeira 200 Rádio 50 *Eletrodutos são condutos por onde passa a fiação de uma instalação elétrica, com a finalidade de protegê-la. A escolha das lâmpadas é essencial para obtenção de uma boa iluminação. A potência da lâmpada deverá estar de acordo com o tamanho do cômodo a ser iluminado. O quadro a seguir mostra a relação entre as áreas dos cômodos (em m2 ) e as potências das lâmpadas (em W), e foi utilizado como referência para o primeiro pavimento de uma residência. Potência da Lâmpada (W) Área do Cômodo (m2 ) Sala/copa /cozinha Quarto, varanda e corredor Banheiro Até 6,0 60 60 60 6,0 a 7,5 100 100 60 7,5 a 10,5 100 100 100 Considerando a planta baixa fornecida, com todos os aparelhos em funcionamento, a potência total, em watts, será de ",A: 4.070.; B: 4.270.; C: 4.320.; D: 4.390.; E: 4.470.,D,1.09094,2009,acordo alguns alocação aparelho aparelhos apresentados associado baixa banheiro boa cada casa chuveiro compõem condutos considerando copa corredor cozinha cômodo cômodos desde deverá dimensionamento dispositivos eletrodutos elétrica elétrico elétricos envolve escolha essencial etapas existe ferro fiação finalidade fornecida funcionamento geladeira iluminado iluminação instalação instrumentos la lâmpada lâmpadas materiais mostra necessária obtenção onde outras passa passando pavimento planta potência potências primeiro protegê quadro quarto referência relação requerida residência rádio sala seguinte seguir som tamanho televisor todos total típicos utilizado valor valores varanda várias w watts área áreas,A: ; B: ; C: ; D: ; E: 
20,"O esquema mostra um diagrama de bloco de uma estação geradora de eletricidade abastecida por combustível fóssil. Se fosse necessário melhorar o rendimento dessa usina, que forneceria eletricidade para abastecer uma cidade, qual das seguintes ações poderia resultar em alguma economia de energia, sem afetar a capacidade de geração da usina?",A: Reduzir a quantidade de combustível fornecido à usina para ser queimado.; B: Reduzir o volume de água do lago que circula no condensador de vapor.; C: Reduzir o tamanho da bomba usada para devolver a água líquida à caldeira.; D: Melhorar a capacidade dos dutos com vapor conduzirem calor para o ambiente.; E: Usar o calor liberado com os gases pela chaminé para mover um outro gerador.,E,-0.83963,2009,abastecer abastecida afetar alguma ações bloco capacidade cidade combustível dessa diagrama economia eletricidade energia esquema estação forneceria fóssil geradora geração melhorar mostra necessário poderia rendimento resultar seguintes usina,A: combustível fornecido quantidade queimado reduzir usina; B: circula condensador lago reduzir vapor volume água; C: bomba caldeira devolver líquida reduzir tamanho usada água; D: ambiente calor capacidade conduzirem dutos melhorar vapor; E: calor chaminé gases gerador liberado mover outro usar
21,"Os seres vivos apresentam diferentes ciclos de vida, caracterizados pelas fases nas quais gametas são produzidos e pelos processos reprodutivos que resultam na geração de novos indivíduos. Considerando-se um modelo simplificado padrão para geração de indivíduos viáveis, a alternativa que corresponde ao observado em seres humanos é:",A: ; B: ; C: ; D: ; E:,C,1.3096,2009,alternativa apresentam caracterizados ciclos considerando corresponde diferentes fases gametas geração humanos indivíduos modelo novos observado padrão processos produzidos quais reprodutivos resultam seres simplificado vida vivos viáveis,A: ; B: ; C: ; D: 
22,"Um medicamento, após ser ingerido, atinge a corrente sanguínea e espalha-se pelo organismo, mas, como suas moléculas “não sabem” onde é que está o problema, podem atuar em locais diferentes do local “alvo” e desencadear efeitos além daqueles desejados. Não seria perfeito se as moléculas dos medicamentos soubessem exatamente onde está o problema e fossem apenas até aquele local exercer sua ação? A técnica conhecida como iontoforese, indolor e não invasiva, promete isso. Como mostram as figuras, essa nova técnica baseia-se na aplicação de uma corrente elétrica de baixa intensidade sobre a pele do paciente, permitindo que fármacos permeiem membranas biológicas e alcancem a corrente sanguínea, sem passar pelo estômago. Muitos pacientes relatam apenas um formigamento no local de aplicação. O objetivo da corrente elétrica é formar poros que permitam a passagem do fármaco de interesse. A corrente elétrica é distribuída por eletrodos, positivo e negativo, por meio de uma solução aplicada sobre a pele. Se a molécula do medicamento tiver carga elétrica positiva ou negativa, ao entrar em contato com o eletrodo de carga de mesmo sinal, ela será repelida e forçada a entrar na pele (eletrorrepulsão - A). Se for neutra, a molécula será forçada a entrar na pele juntamente com o fluxo de solvente fisiológico que se forma entre os eletrodos (eletrosmose - B). De acordo com as informações contidas no texto e nas figuras, o uso da iontoforese ","A: provoca ferimento na pele do paciente ao serem introduzidos os eletrodos, rompendo o epitélio.; B: aumenta o risco de estresse nos pacientes, causado pela aplicação da corrente elétrica.; C: inibe o mecanismo de ação dos medicamentos no tecido-alvo, pois estes passam a entrar por meio da pele.; D: diminui o efeito colateral dos medicamentos, se comparados com aqueles em que a ingestão se faz por via oral.; E: deve ser eficaz para medicamentos constituídos de moléculas polares e ineficaz, se essas forem apolares.",D,0.05733,2009,acordo alcancem alvo além apenas aplicada aplicação após atinge atuar ação b baixa baseia biológicas carga conhecida contato contidas corrente daqueles desejados desencadear diferentes distribuída efeitos eletrodo eletrodos eletrorrepulsão eletrosmose elétrica entrar espalha estômago exatamente exercer figuras fisiológico fluxo forma formar formigamento forçada fármaco fármacos indolor informações ingerido intensidade interesse invasiva iontoforese juntamente locais local medicamento medicamentos meio membranas molécula moléculas mostram muitos negativa negativo neutra nova objetivo onde organismo paciente pacientes passagem passar pele perfeito permeiem permitam permitindo podem poros positiva positivo problema promete relatam repelida sabem sanguínea sinal sobre solução solvente soubessem texto técnica uso,A: eletrodos epitélio ferimento introduzidos paciente pele provoca rompendo serem; B: aplicação aumenta causado corrente elétrica estresse pacientes risco; C: alvo ação entrar inibe mecanismo medicamentos meio passam pele pois tecido; D: colateral comparados diminui efeito faz ingestão medicamentos oral via; E: apolares constituídos deve eficaz ineficaz medicamentos moléculas polares
23,"Cerca de 1% do lixo urbano é constituído por resíduos sólidos contendo elementos tóxicos. Entre esses elementos estão metais pesados como o cádmio, o chumbo e o mercúrio, componentes de pilhas e baterias, que são perigosos à saúde humana e ao meio ambiente. Quando descartadas em lixos comuns, pilhas e baterias vão para aterros sanitários ou lixões a céu aberto, e o vazamento de seus componentes contamina o solo, os rios e o lençol freático, atingindo a flora e a fauna. Por serem bioacumulativos e não biodegradáveis, esses metais chegam de forma acumulada aos seres humanos, por meio da cadeia alimentar. A legislação vigente (Resolução CONAMA no 257/1999) regulamenta o destino de pilhas e baterias após seu esgotamento energético e determina aos fabricantes e/ou importadores a quantidade máxima permitida desses metais em cada tipo de pilha/bateria, porém o problema ainda persiste. Uma medida que poderia contribuir para acabar definitivamente com o problema da poluição ambiental por metais pesados relatado no texto seria","A: deixar de consumir aparelhos elétricos que utilizem pilha ou bateria como fonte de energia.; B: usar apenas pilhas ou baterias recarregáveis e de vida útil longa e evitar ingerir alimentos contaminados, especialmente peixes.; C: devolver pilhas e baterias, após o esgotamento da energia armazenada, à rede de assistência técnica especializada para repasse a fabricantes e/ou importadores.; D: criar nas cidades, especialmente naquelas com mais de 100 mil habitantes, pontos estratégicos de coleta de baterias e pilhas, para posterior repasse a fabricantes e/ou importadores.; E: exigir que fabricantes invistam em pesquisa para a substituição desses metais tóxicos por substâncias menos nocivas ao homem e ao ambiente, e que não sejam bioacumulativas.",E,2.99298,2009,aberto acabar acumulada ainda alimentar ambiental ambiente após aterros atingindo bateria baterias bioacumulativos biodegradáveis cada cadeia cerca chegam chumbo componentes comuns conama constituído contamina contendo contribuir cádmio céu definitivamente descartadas desses destino determina elementos energético esgotamento fabricantes fauna flora forma freático humana humanos importadores legislação lençol lixo lixos lixões medida meio mercúrio metais máxima perigosos permitida persiste pesados pilha pilhas poderia poluição porém problema quantidade regulamenta relatado resolução resíduos rios sanitários saúde serem seres solo sólidos texto tipo tóxicos urbano vazamento vigente vão,A: aparelhos bateria consumir deixar elétricos energia fonte pilha utilizem; B: alimentos apenas baterias contaminados especialmente evitar ingerir longa peixes pilhas recarregáveis usar vida útil; C: após armazenada assistência baterias devolver energia esgotamento especializada fabricantes importadores pilhas rede repasse técnica; D: baterias cidades coleta criar especialmente estratégicos fabricantes habitantes importadores mil naquelas pilhas pontos posterior repasse; E: ambiente bioacumulativas desses exigir fabricantes homem invistam menos metais nocivas pesquisa substituição substâncias tóxicos
