numero_questao,enunciado,alternativas,gabarito,pc_amostra_acertos,ano,gabarito_texto,distratores,enunciado_tokens,gabarito_tokens,distratores_tokens,dificuldade
propósito mencionado é o",A: H₂S – Sulfeto de hidrogênio (ou Ácido sulfídrico); B: CH₄ – Metano; C: N₂O – Óxido nitroso (ou Monóxido de dinitrogênio); D: NO₂ – Dióxido de nitrogênio; E: SO₃ – Trióxido de enxofre,B,0.28,2018,CH₄ – Metano,H₂S – Sulfeto de hidrogênio (ou Ácido sulfídrico); N₂O – Óxido nitroso (ou Monóxido de dinitrogênio); NO₂ – Dióxido de nitrogênio; SO₃ – Trióxido de enxofre,liberação gases poluentes atmosfera provenientes decomposição lixo orgânico aterros sanitários tornou grande problema meio ambiente alternativas minimizá lo aproveitamento desses gases gerar energias elétrica térmica gás produzido grande quantidade utilizado propósito mencionado,metano,sulfeto hidrogênio ácido sulfídrico óxido nitroso monóxido dinitrogênio dióxido nitrogênio trióxido enxofre,0.77702
100,"O carro flex é uma realidade no Brasil. Estes veículos
estão equipados com motor que tem a capacidade
de funcionar com mais de um tipo de combustível. No
entanto, as pessoas que têm esse tipo de veículo, na
hora do abastecimento, têm sempre a dúvida: álcool ou
gasolina? Para avaliar o consumo desses combustíveis,
realizou-se um percurso com um veículo flex, consumindo
40 litros de gasolina e no percurso de volta utilizou-se etanol.
Foi considerado o mesmo consumo de energia tanto no
percurso de ida quanto no de volta.

O quadro resume alguns dados aproximados sobre
esses combustíveis.

Descrição do quadro:

Quadro com dois combustíveis e seus valores de
densidade em grama por mililitro e calor de combustão
em quilocaloria por grama.

Etanol:

densidade: 0,8

calor de combustão: —6
Gasolina:

densidade: 0,7

calor de combustão: —10

O volume de etanol combustível, em litro, consumido no
percurso de volta é mais próximo de",A: 27 – Vinte e sete; B: 32 – Trinta e dois; C: 37 – Trinta e sete; D: 58 – Cinquenta e oito; E: 67 – Sessenta e sete,D,0.2,2018,58 – Cinquenta e oito,27 – Vinte e sete; 32 – Trinta e dois; 37 – Trinta e sete; 67 – Sessenta e sete,carro flex realidade brasil veículos equipados motor capacidade funcionar tipo combustível entanto pessoas têm tipo veículo hora abastecimento têm sempre dúvida álcool gasolina avaliar consumo desses combustíveis realizou percurso veículo flex consumindo litros gasolina percurso volta utilizou etanol considerado consumo energia tanto percurso ida quanto volta quadro resume alguns dados aproximados sobre combustíveis descrição quadro quadro dois combustíveis valores densidade grama mililitro calor combustão quilocaloria grama etanol densidade calor combustão gasolina densidade calor combustão volume etanol combustível litro consumido percurso volta próximo,cinquenta oito,vinte sete trinta dois trinta sete sessenta sete,1.54804
101,"As abelhas utilizam a sinalização química para
distinguir a abelha-rainha de uma operária, sendo
capazes de reconhecer diferenças entre moléculas.
A rainha produz o sinalizador químico conhecido como
ácido 9-hidroxidec-2-enoico, enquanto as abelhas-
-operárias produzem ácido 10-hidroxidec-2-enoico.
Nós podemos distinguir as abelhas-operárias e rainhas
por sua aparência, mas, entre si, elas usam essa
sinalização química para perceber a diferença. Pode-se
dizer que veem por meio da química.

As moléculas dos sinalizadores químicos produzidas
pelas abelhas rainha e operária possuem diferença na",A: fórmula estrutural.; B: fórmula molecular.; C: identificação dos tipos de ligação.; D: contagem do número de carbonos.; E: identificação dos grupos funcionais.,A,0.17,2018,fórmula estrutural.,fórmula molecular.; identificação dos tipos de ligação.; contagem do número de carbonos.; identificação dos grupos funcionais.,abelhas utilizam sinalização química distinguir abelha rainha operária sendo capazes reconhecer diferenças moléculas rainha produz sinalizador químico conhecido ácido hidroxidec enoico enquanto abelhas operárias produzem ácido hidroxidec enoico podemos distinguir abelhas operárias rainhas aparência si usam sinalização química perceber diferença pode dizer veem meio química moléculas sinalizadores químicos produzidas abelhas rainha operária possuem diferença,fórmula estrutural,fórmula molecular identificação tipos ligação contagem número carbonos identificação grupos funcionais,0.97872
102,"Insetos podem apresentar três tipos de desenvolvimento.
Um deles, a holometabolia (desenvolvimento completo),
é constituído pelas fases de ovo, larva, pupa e adulto
sexualmente maduro, que ocupam diversos hábitats.
Os insetos com holometabolia pertencem às ordens mais
numerosas em termos de espécies conhecidas.

Esse tipo de desenvolvimento está relacionado a um
maior número de espécies em razão da","A: proteção na fase de pupa, favorecendo a sobrevivência
de adultos férteis.; B: produção de muitos ovos, larvas e pupas, aumentando
o número de adultos.; C: exploração de diferentes nichos,
competição entre as fases da vida.; D: ingestão de alimentos em todas as fases de vida,
garantindo o surgimento do adulto.; E: utilização do mesmo alimento em todas as fases,
otimizando a nutrição do organismo.",C,0.11,2018,"exploração de diferentes nichos,
competição entre as fases da vida.","proteção na fase de pupa, favorecendo a sobrevivência
de adultos férteis.; produção de muitos ovos, larvas e pupas, aumentando
o número de adultos.; ingestão de alimentos em todas as fases de vida,
garantindo o surgimento do adulto.; utilização do mesmo alimento em todas as fases,
otimizando a nutrição do organismo.",insetos podem apresentar três tipos desenvolvimento holometabolia desenvolvimento completo constituído fases ovo larva pupa adulto sexualmente maduro ocupam diversos hábitats insetos holometabolia pertencem ordens numerosas termos espécies conhecidas tipo desenvolvimento relacionado maior número espécies razão,exploração diferentes nichos competição fases vida,proteção fase pupa favorecendo sobrevivência adultos férteis produção muitos ovos larvas pupas aumentando número adultos ingestão alimentos todas fases vida garantindo surgimento adulto utilização alimento todas fases otimizando nutrição organismo,1.42382
103,"Talvez você já tenha bebido suco usando dois
canudinhos iguais. Entretanto, pode-se verificar que, se
colocar um canudo imerso no suco e outro do lado de
fora do líquido, fazendo a sucção simultaneamente em
ambos, você terá dificuldade em bebê-lo.

Essa dificuldade ocorre porque o(a)","A: força necessária para a sucção do ar e do suco
simultaneamente dobra de valor.; B: densidade do ar é menor que a do suco, portanto, o
volume de ar aspirado é muito maior que o volume
de suco.; C: velocidade com que o suco sobe deve ser constante
nos dois canudos, o que é impossível com um dos
canudos de fora.; D: O peso da coluna de suco é consideravelmente maior
que o peso da coluna de ar, o que dificulta a sucção
do líquido.; E: pressão no interior da boca assume praticamente o
mesmo valor daquela que atua sobre o suco.",E,0.14,2018,"pressão no interior da boca assume praticamente o
mesmo valor daquela que atua sobre o suco.","força necessária para a sucção do ar e do suco
simultaneamente dobra de valor.; densidade do ar é menor que a do suco, portanto, o
volume de ar aspirado é muito maior que o volume
de suco.; velocidade com que o suco sobe deve ser constante
nos dois canudos, o que é impossível com um dos
canudos de fora.; O peso da coluna de suco é consideravelmente maior
que o peso da coluna de ar, o que dificulta a sucção
do líquido.",talvez bebido suco usando dois canudinhos iguais entretanto pode verificar colocar canudo imerso suco outro lado líquido fazendo sucção simultaneamente ambos dificuldade bebê lo dificuldade ocorre porque,pressão interior boca assume praticamente valor daquela atua sobre suco,força necessária sucção ar suco simultaneamente dobra valor densidade ar menor suco portanto volume ar aspirado maior volume suco velocidade suco sobe deve constante dois canudos impossível canudos peso coluna suco consideravelmente maior peso coluna ar dificulta sucção líquido,1.81929
104,"O alemão Fritz Haber recebeu o Prêmio Nobel de
química de 1918 pelo desenvolvimento de um processo
viável para a síntese da amônia (NH). Em seu discurso
de premiação, Haber justificou a importância do feito
dizendo que:

“Desde a metade do século passado, tornou-se
conhecido que um suprimento de nitrogênio é uma
necessidade básica para o aumento das safras de
alimentos; entretanto, também se sabia que as plantas
não podem absorver o nitrogênio em sua forma simples,
que é o principal constituinte da atmosfera. Elas precisam
que o nitrogênio seja combinado [...] para poderem
assimilá-lo.

Economias agrícolas basicamente mantêm o balanço
do nitrogênio ligado. No entanto, com o advento da era
industrial, os produtos do solo são levados de onde cresce
a colheita para lugares distantes, onde são consumidos,
fazendo com que o nitrogênio ligado não retorne à terra
da qual foi retirado.

Isso tem gerado a necessidade econômica mundial
de abastecer o solo com nitrogênio ligado. [...] Ademanda
por nitrogênio, tal como a do carvão, indica quão diferente
nosso modo de vida se tornou com relação ao das
pessoas que, com seus próprios corpos, fertilizam o solo
que cultivam.

Desde a metade do último século, nós vínhamos
aproveitando o suprimento de nitrogênio do salitre que
a natureza tinha depositado nos desertos montanhosos
do Chile. Comparando o rápido crescimento da demanda
com a extensão calculada desses depósitos, ficou
claro que em meados do século atual uma emergência
seríssima seria inevitável, a menos que a química
encontrasse uma saída.”

De acordo com os argumentos de Haber, qual fenômeno
teria provocado o desequilíbrio no “balanço do nitrogênio
ligado”?","A: esgotamento das reservas de salitre no Chile.; B: O aumento da exploração de carvão vegetal e carvão
mineral.; C: A redução da fertilidade do solo nas economias
agrícolas.; D: A intensificação no fluxo de pessoas do campo para
as cidades.; E: A necessidade das plantas de absorverem sais de
nitrogênio disponíveis no solo.",D,0.04,2018,"A intensificação no fluxo de pessoas do campo para
as cidades.","esgotamento das reservas de salitre no Chile.; O aumento da exploração de carvão vegetal e carvão
mineral.; A redução da fertilidade do solo nas economias
